;Crude_oil;Natural_gas;Coking_coal;Bituminous_coal;Coke;Other_coal;Gasoline;LPG;Jetfuel;Fuel;Fuel_oil;Heavy_fuel_oil;Other_fuel_prod;Electricty;HeatGeoSol_Th;Steel_Iron;NonFerrousMetals;Cement;OthMin;Buildings_constr;ChemicalPharma;Paper;Mining;TranspEquipment;Transport_serv;Agri_Forestry;Fishing;Food_industry;Composite;C;G;I;X;Tot_uses
ChemicalPharma;0.00000000000000;702584.53437958600000;0.00000000000000;0.00000000000000;4889.11907531233000;3865.39674429993000;32267.74576298150000;57317.46413422100000;3445.50192726424000;256422.16383625900000;54542.29708614430000;26533.18982356000000;39581.78779916190000;2459482.45151378000000;52151.99981007930000;116985.18937687800000;623486.11434377200000;46109.33052332530000;440435.51614772100000;227137.91755513200000;24203772.56799130000000;1052222.03605879000000;132317.55921694000000;1702686.44874553000000;130019.21721853600000;6689744.10535035000000;370866.39397018700000;1424083.28466532000000;30403984.28982170000000;33980000.00000000000000;25869000.00000000000000;0.00000000000000;74547000.00000000000000;205652933.62287800000000
Paper;0.00000000000000;6195.18117490400000;0.00000000000000;0.00000000000000;189.28244736150300;118.64724576331600;1249.24711277680000;2219.04799632794000;133.39274972346400;9927.39468624190000;2111.60728919740000;1027.23354222865000;1532.41055293595000;21686.98375502930000;459.86080200627300;3590.82687569770000;19137.72767249500000;25148.09730284920000;240214.18420097100000;60796.13924727220000;1393143.87017112000000;3404137.17576425000000;26684.04110874960000;190700.74920251700000;75464.76546694170000;158214.85643248900000;6178.74311252019000;1708277.45059156000000;14568954.77452660000000;4899000.00000000000000;0.00000000000000;0.00000000000000;6413000.00000000000000;33239493.69103050000000
Mining;0.00000000000000;560.88060019707000;0.00000000000000;0.00000000000000;42.65188045120710;14229.21761385650000;281.49857131976500;500.02824442621500;30.05799900398000;2236.98529500129000;475.81813799530700;231.47123702880300;345.30508569113800;1963.43062802735000;41.63348824748150;430643.43128464400000;2295164.03802480000000;119735.08550720600000;1143707.43595335000000;179772.66460524700000;1173242.13132500000000;120699.80377308800000;137597.49026799700000;79286.76039536070000;7743.57031309498000;116894.15270114800000;42967.58734968960000;705026.10863845500000;2513156.26883137000000;76000.00000000000000;0.00000000000000;0.00000000000000;627000.00000000000000;9789575.50775170000000
TranspEquipment;0.00000000000000;4641.71187617636000;0.00000000000000;0.00000000000000;132.07944194973200;206.96401887207900;871.71242665595800;1548.43000552980000;93.08015713663430;6927.23899363658000;1473.45893009044000;716.79352682123900;1069.30110789990000;16248.87589437180000;344.54865576930900;6263.71018127792000;33383.16878488860000;3912.93013758979000;37376.24001995690000;6770.77638812083000;48923.79738367290000;13334.61105604460000;8430.23237132172000;33748659.25373060000000;1853419.66131153000000;171593.24089928000000;2299.30276482309000;63810.33214585140000;17328129.06231650000000;64747000.00000000000000;142000.00000000000000;26006000.00000000000000;81526000.00000000000000;225781580.51452600000000
Transport_serv;0.00000000000000;9368.40566147348000;0.00000000000000;0.00000000000000;482.42575830792100;188.61595516747200;3183.96657532812000;5655.70620663850000;339.97921801601200;25302.03395133360000;5381.87117685576000;2618.11872932164000;3905.66760597338000;32795.24127783850000;695.40541581853900;5708.41098454018000;30423.63740902490000;6313.93713432260000;60310.61672588970000;32968.55010976520000;198840.47685306500000;27532.17074745730000;12780.67333345440000;80390.50374930610000;10974138.59180510000000;48498.12229133830000;4173.18387271855000;166741.52193883800000;20939269.92774220000000;25161000.00000000000000;2836000.00000000000000;0.00000000000000;16453000.00000000000000;77128007.76222910000000
Agri_Forestry;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;47767.89682005770000;128866.99621496400000;0.00000000000000;0.00000000000000;0.00000000000000;13756703.09949760000000;0.00000000000000;32873870.16478980000000;5198904.47899564000000;28793000.00000000000000;0.00000000000000;1348000.00000000000000;12867000.00000000000000;95014112.63631810000000
Fishing;0.00000000000000;3501.25465577565000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;12256.56695071620000;259.89389633276300;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;6599.74637534512000;6347.26821344465000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;6583.50888894689000;42126.87312290410000;1903431.38359723000000;361996.09139083600000;3568000.00000000000000;0.00000000000000;0.00000000000000;519000.00000000000000;6430102.58709153000000
Food_industry;0.00000000000000;9193.34292868470000;0.00000000000000;0.00000000000000;299.21118896641000;490.63685218265900;1974.76691123355000;3507.79482519440000;210.86267533316900;15692.88441065130000;3337.95624706929000;1623.81548738852000;2422.38194782498000;32182.41293030280000;682.41072100190100;14848.99193142440000;79139.42209744080000;5198.97792046749000;49660.54587765830000;51962.94211685600000;2268925.85941748000000;306315.94596154300000;103969.52456046200000;138591.98314725300000;279609.17620019400000;6098110.75408708000000;75076.79336065520000;27955780.88727310000000;36229374.20453790000000;120103000.00000000000000;210000.00000000000000;0.00000000000000;24876000.00000000000000;218917184.48561500000000
Composite;206228.21386895300000;2392901.90100258000000;0.00000000000000;3571.05002252710000;41446.67027127530000;82486.36828246540000;273544.29262907800000;485898.99328743900000;29208.65294925120000;2173775.01162402000000;462372.98956007300000;224930.57602447400000;335547.83231673200000;8376643.58625085000000;177622.21253108600000;2496427.67686525000000;12742187.38999940000000;712161.98515348200000;6802558.78695068000000;23652049.74053280000000;26655604.27075160000000;7200490.23783552000000;1860064.70188405000000;60750755.71690690000000;35030559.38931360000000;9841937.85800889000000;565303.85975112800000;28610726.19517480000000;1053197668.08534000000000;733310447.81081500000000;492586000.00000000000000;305003000.00000000000000;200613093.77621800000000;3016897215.83212000000000
Labour_income;20587.91760946170000;1267005.36419441000000;0.00000000000000;1247.31854638327000;2980.67451054482000;13798.26862195260000;19672.18343977750000;34943.86242638710000;2100.56650542378000;156328.98195196000000;33251.96874262010000;16176.08435635820000;24131.22367391280000;4435306.08307755000000;94048.27501815890000;1348059.08475822000000;1295194.02261084000000;194014.84699397300000;2967148.28300670000000;5182495.91441077000000;7616143.30181235000000;2020554.95585251000000;569864.41982043800000;9348961.71395353000000;24532941.85265740000000;11017890.73919540000000;329583.96886480600000;13248619.73595770000000;654674668.91618500000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
Labour_Tax;9044.45950876527000;556606.98333950600000;0.00000000000000;547.95838517008900;1309.43742979824000;6061.70493828686000;8642.16915693800000;15351.15667308070000;922.79797618010100;68676.74400742710000;14607.89238544170000;7106.30102309208000;10601.06609885390000;1948470.31342982000000;41316.26283952280000;592214.62018652700000;568990.51743411400000;94448.45960778280000;1294279.26275075000000;2276717.60405181000000;3345841.04195843000000;887648.17453147100000;250346.62408903700000;4107083.93509354000000;10777544.54949240000000;4840259.63931660000000;144789.23598207700000;5820239.18212248000000;287604538.09595200000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
Capital_income;116217.61040766200000;1342714.16410814000000;0.00000000000000;1591.19580374301000;2356.45748349210000;7154.78053192175000;15552.40725523560000;27625.86985780190000;1660.66292839669000;123590.34779012600000;26288.29491686780000;12788.46613418800000;19077.62904370930000;4700333.92770183000000;99668.04762275870000;630475.62996349100000;740123.56560931500000;238120.22093849700000;610622.28928034200000;1153985.70440919000000;2968484.04615194000000;938836.53235322500000;1302995.88247100000000;5068719.98885626000000;11563279.79236510000000;10743441.07584610000000;343075.35148320600000;4179585.59509586000000;222605518.33176000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
Production_Tax;-6372.19771716685000;287238.85282819600000;0.00000000000000;0.00000000000000;1649.52023844447000;1759.91631452349000;10886.68507866500000;19338.10890046130000;1162.46404987768000;86513.24345308840000;18401.80644180740000;8951.92629393162000;13354.34033059650000;1005514.47314128000000;21321.39246613450000;192167.98171427300000;356617.24029803100000;179240.40099074400000;229492.97099381300000;434617.44423004400000;1102053.51620652000000;278403.66688660200000;99238.16941270510000;1062732.04188482000000;1350540.46253916000000;-6418065.26133115000000;-1012.90870697052000;1488173.83784318000000;55481665.27519070000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
Profit_margin;68590.39615106890000;1236509.71618674000000;0.00000000000000;-2015.96164556982000;6323.37256530539000;4358.40211262637000;41733.68968086580000;74131.89874007210000;4456.26134789480000;331645.20048734200000;70542.61917751070000;34316.86608893260000;51193.35144009980000;4328552.36526528000000;91784.61996843740000;398366.59352724900000;224898.43493228000000;75787.97041351760000;905277.78311508600000;3258577.47805163000000;4969110.86945378000000;325738.19038703500000;-270447.34917646000000;-1534600.51383139000000;-554530.35669586500000;5930826.84195526000000;-54464.94371747240000;452470.23197956700000;328293749.25347900000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
M_value;28750763.92562180000000;9798669.54469135000000;784210.42598600000000;1039137.21089351000000;311239.63107369300000;34966.78518822310000;627367.35538535600000;1163119.43456689000000;1931695.90717006000000;8117348.12947489000000;1912258.38061076000000;1729205.25408046000000;615460.01813256300000;1025308.12179635000000;0.00000000000000;10972300.80100000000000;12400810.14082720000000;309807.68375994700000;6372932.23685108000000;0.00000000000000;62069326.62302810000000;9223277.20039820000000;2571011.50639775000000;66457700.52666000000000;2994872.56794969000000;8182790.31024293000000;1368439.66311718000000;26736088.82177570000000;245163622.55522300000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
Trade_margins;24517.57337489460000;0.00000000000000;0.00000000000000;106937.20444447600000;55800.76026722350000;16156.47070115440000;368279.99440141000000;654178.80522260100000;39324.39036192750000;2926611.41424864000000;622505.11743430900000;302830.04804390500000;451757.01755393400000;0.00000000000000;0.00000000000000;1436480.01095290000000;1658519.98904710000000;777000.77359135700000;8359999.22640864000000;0.00000000000000;50314140.00000000000000;4062000.00000000000000;1184000.00000000000000;24640000.00000000000000;0.00000000000000;19025000.00000000000000;2668000.00000000000000;55665080.00000000000000;-175359118.79605400000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
Transp_margins;21354.01552006950000;266213.31335653700000;0.00000000000000;5832.93842424413000;10525.22256676470000;4948.73480604018000;69465.52142656950000;123392.18122575300000;7417.42511893229000;552021.80676190800000;117417.84302882700000;57120.25499835950000;85211.08194731690000;931912.01986521700000;19760.69211354120000;439994.52354874000000;508005.47645126000000;149753.56925625300000;1611246.43074375000000;0.00000000000000;4416000.00000000000000;1222000.00000000000000;1207000.00000000000000;1181000.00000000000000;-30229000.00000000000000;1648000.00000000000000;124000.00000000000000;6133000.00000000000000;9316406.94883992000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Crude_oil;0.00000000000000;-1076.68505598482000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;-5620.43813703757000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Natural_gas;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;-3551.64362207642000;0.00000000000000;1383.04323166654000;0.00000000000000;1620.58277685930000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Coking_coal;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Bituminous_coal;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;-1028.80764978655000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Coke;0.00000000000000;-157.90011396591300;0.00000000021576;0.00000000000000;0.00000000000000;-4910.48103929638000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;-13.72295909425850;0.00000000000000;116.07945297790200;0.00000000000000;5.19382121011729;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Other_coal;0.00000000000000;-42.73957590510850;0.00000000003893;0.00000000000000;0.00000000000000;-1329.14329089662000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;-3.71445869873390;0.00000000000000;5681.23897508623000;0.00000000000000;59.57936565674900;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
SpeMarg_Gasoline;-294.96922399549000;-23423.90873027250000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;-14372.03847558780000;0.00000000000000;766.11393981187000;0.00000000000000;34.27875242243710;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000;0.00000000000000
