IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
SpeMarg_X;-66.4; 34.1;-40.8;-38; 71.4;0;0;0;0; 13.8; 33.8;0;0;0;0;;;;;;
VA_Tax;0;-14.6;-93.9;-5.1; 43.8; 1315.4; 8.9; 28.2; 26.4; 12.8; 9.3; 8.6; 8.8; 9.3; 11.7;;;;;;
Energy_Tax_IC;0;-12.5;0;-29.2;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-0.9;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
OtherIndirTax;-32;-13.7;-27.7;-16.4; 8.3; 41; 9.8; 23.5; 20.1; 9.7; 3.4; 0.7; 5.5; 5.3; 8.3;;;;;;
Carbon_Tax;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-56.8;-11;-26.5;-18.7;47.8;64.9;11.7;29.8;26.4;13.4;39.3;10.1;11.3;11.5;14;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
