IC_value;Crude;Natur;Coal ;AllFu;Elect;HeatG;Heavy;Build;Work_;Autom;Load_;PassT;Agri_;Prope;OthSe;C;G;I;X;Uses;
SpeMarg_Property_business;0;-75;-31.3;-54.5;-28.6;-42;0;0;0; 4.5; 15;0;0;-100;0;;;;;;
SpeMarg_Comp;0;-71.3;-33.8;-85.8; 2.6;-50.7;0;0;0; 4.7; 16.1;0;0;0;0;;;;;;
SpeMarg_C;0;-71.1;-93.9;-33.8; 4.6; 986;0;0;0; 6.1;-4.8;0;0;-100;0;;;;;;
SpeMarg_G;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
SpeMarg_I;0;0;0;0;0;0;0;0;0; 7.6;0;0;0; 9.4;0;;;;;;
SpeMarg_X;-18.3;-44.1;-41.3;-56.3; 46.4;0;0;0;0; 0.3; 11.4;0;0;0;0;;;;;;
VA_Tax;0;-70.6;-93.9;-18.7; 4.5; 988.1; 5.9; 8; 7.7; 6.4; 5.7; 6.1; 6.1; 6.1; 6.2;;;;;;
Energy_Tax_IC;0;-12.9;0;-24.8;0;0;0;0;0;0;0;0;0;0;0;;;;;;
Energy_Tax_FC;0;0;0;-0.9;0;0;0;0;0;0;0;0;0;0;0;;;;;;
ClimPolCompensbySect;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
OtherIndirTax;-12.4;-16;-27.7;-14; 8.8; 44.8; 6.5; 7.8; 7; 6.1; 1.8; 4.6; 5.9; 4.6; 5.4;;;;;;
Carbon_Tax;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan;;;;;;
Supply;-51.3;-67.7;-27.1;-33.2;11.5;28.2;3.3;8;7.1;4.4;25.7;6.1;4.9;6.2;5.1;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Units;0.01k€;;;;;;;;;;;;;;;;;;;;
